study_id,outcome_id,title,year,authors,outcome_name,outcome_dimension,blooms_level,n_treatment,n_control,m_treatment,sd_treatment,m_control,sd_control,hedges_g,se_g,ci_lower,ci_upper,cohens_d,t_value,f_value,p_value,eta_squared,study_design,genai_tool,source,doi,age_mean_control,age_mean_treatment,age_sd_control,age_sd_treatment,baseline_age_p,baseline_age_t,baseline_gender_chi2,baseline_gender_p,baseline_gpa_p,baseline_gpa_t,extraction_confidence,gender_female_n_control,gender_female_n_treatment,gender_male_n_control,gender_male_n_treatment,gpa_mean_control,gpa_mean_treatment,gpa_sd_control,gpa_sd_treatment,grade_level_control,grade_level_treatment,group_label_control,group_label_treatment,notes,program_type_control,program_type_treatment
55,055_04,Integrating ChatGPT in Grade 12 Quantum Theory Education: An Exploratory Study at Emirate School (UAE),2024,Yousef Wardat,overall achievement,cognitive,not_reported,55,57,68.55,5.89,61.98,5.66,1.1301,0.2035,0.7311,1.529,1.1378,NA,435.76,0.011,1.374,quasi-experimental,not_reported,OpenAlex,10.18178/ijiet.2024.14.3.2061,,,,,,,,,,,high,29,25,28,30,,,,,Grade 12,Grade 12,Control,Experimental,Table 1 shows participant demographics with age listed as '18 Years' for both groups but no means/SDs provided. Study involves Grade 12 students from UAE schools.,high school,high school
55,055_05,Integrating ChatGPT in Grade 12 Quantum Theory Education: An Exploratory Study at Emirate School (UAE),2024,Yousef Wardat,engagement,affective,not_reported,55,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quasi-experimental,ChatGPT,OpenAlex,10.18178/ijiet.2024.14.3.2061,,,,,,,,,,,high,29,25,28,30,,,,,Grade 12,Grade 12,Control,Experimental,Table 1 shows participant demographics with age listed as '18 Years' for both groups but no means/SDs provided. Study involves Grade 12 students from UAE schools.,high school,high school
55,055_06,Integrating ChatGPT in Grade 12 Quantum Theory Education: An Exploratory Study at Emirate School (UAE),2024,Yousef Wardat,comprehension,cognitive,understand,55,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quasi-experimental,ChatGPT,OpenAlex,10.18178/ijiet.2024.14.3.2061,,,,,,,,,,,high,29,25,28,30,,,,,Grade 12,Grade 12,Control,Experimental,Table 1 shows participant demographics with age listed as '18 Years' for both groups but no means/SDs provided. Study involves Grade 12 students from UAE schools.,high school,high school
55,055_07,Integrating ChatGPT in Grade 12 Quantum Theory Education: An Exploratory Study at Emirate School (UAE),2024,Yousef Wardat,problem-solving skills,cognitive,apply,55,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quasi-experimental,ChatGPT,OpenAlex,10.18178/ijiet.2024.14.3.2061,,,,,,,,,,,high,29,25,28,30,,,,,Grade 12,Grade 12,Control,Experimental,Table 1 shows participant demographics with age listed as '18 Years' for both groups but no means/SDs provided. Study involves Grade 12 students from UAE schools.,high school,high school
55,055_08,Integrating ChatGPT in Grade 12 Quantum Theory Education: An Exploratory Study at Emirate School (UAE),2024,Yousef Wardat,perceived relevance,affective,not_reported,55,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quasi-experimental,ChatGPT,OpenAlex,10.18178/ijiet.2024.14.3.2061,,,,,,,,,,,high,29,25,28,30,,,,,Grade 12,Grade 12,Control,Experimental,Table 1 shows participant demographics with age listed as '18 Years' for both groups but no means/SDs provided. Study involves Grade 12 students from UAE schools.,high school,high school
56,056_01,Putting Things into Context: Generative AI-Enabled Context Personalization for Vocabulary Learning Improves Learning Motivation,2024,Joanne Leong; Pat Pataranutaporn; Valdemar Danry; Florian Perteneder; Yaoli Mao; Pattie Maes,Word Count per Example,behavioral,not_reported,89,92,32.05,6.29,16.85,5.71,2.5218,0.1992,2.1314,2.9122,2.5324,NA,NA,NA,NA,RCT,not_reported,Semantic Scholar,10.1145/3613904.3642393,,,,,,,,,,,low,144,,125,,,,,,,,Control,Gen-Sentence/Gen-Story,"Overall demographics reported for 272 participants: 67 aged 18-24, 122 aged 25-34, 15 aged 35-44, etc. 144 women, 125 men. Control n=92, Gen-Sentence n=89, Gen-Story n=91. No baseline comparison table found.",,
56,056_02,Putting Things into Context: Generative AI-Enabled Context Personalization for Vocabulary Learning Improves Learning Motivation,2024,Joanne Leong; Pat Pataranutaporn; Valdemar Danry; Florian Perteneder; Yaoli Mao; Pattie Maes,Word Count per Example - Gen-Story,behavioral,not_reported,91,92,65.61,12.02,16.85,5.71,5.1694,0.308,4.5657,5.7731,5.191,NA,NA,NA,NA,RCT,not_reported,Semantic Scholar,10.1145/3613904.3642393,,,,,,,,,,,low,144,,125,,,,,,,,Control,Gen-Sentence/Gen-Story,"Overall demographics reported for 272 participants: 67 aged 18-24, 122 aged 25-34, 15 aged 35-44, etc. 144 women, 125 men. Control n=92, Gen-Sentence n=89, Gen-Story n=91. No baseline comparison table found.",,
56,056_03,Putting Things into Context: Generative AI-Enabled Context Personalization for Vocabulary Learning Improves Learning Motivation,2024,Joanne Leong; Pat Pataranutaporn; Valdemar Danry; Florian Perteneder; Yaoli Mao; Pattie Maes,Engagement Time (seconds/example),behavioral,not_reported,89,92,38.85,24.71,17.28,10.26,1.1421,0.1603,0.8279,1.4564,1.1469,NA,NA,NA,NA,RCT,not_reported,Semantic Scholar,10.1145/3613904.3642393,,,,,,,,,,,low,144,,125,,,,,,,,Control,Gen-Sentence/Gen-Story,"Overall demographics reported for 272 participants: 67 aged 18-24, 122 aged 25-34, 15 aged 35-44, etc. 144 women, 125 men. Control n=92, Gen-Sentence n=89, Gen-Story n=91. No baseline comparison table found.",,
56,056_04,Putting Things into Context: Generative AI-Enabled Context Personalization for Vocabulary Learning Improves Learning Motivation,2024,Joanne Leong; Pat Pataranutaporn; Valdemar Danry; Florian Perteneder; Yaoli Mao; Pattie Maes,Engagement Time (seconds/example) - Gen-Story,behavioral,not_reported,91,92,43.97,23.42,17.28,10.26,1.4729,0.1667,1.1461,1.7996,1.479,NA,NA,NA,NA,RCT,not_reported,Semantic Scholar,10.1145/3613904.3642393,,,,,,,,,,,low,144,,125,,,,,,,,Control,Gen-Sentence/Gen-Story,"Overall demographics reported for 272 participants: 67 aged 18-24, 122 aged 25-34, 15 aged 35-44, etc. 144 women, 125 men. Control n=92, Gen-Sentence n=89, Gen-Story n=91. No baseline comparison table found.",,
56,056_05,Putting Things into Context: Generative AI-Enabled Context Personalization for Vocabulary Learning Improves Learning Motivation,2024,Joanne Leong; Pat Pataranutaporn; Valdemar Danry; Florian Perteneder; Yaoli Mao; Pattie Maes,Flesch-Kincaid Reading Ease,cognitive,understand,89,92,26.59,17.63,55.99,22.48,-1.4464,0.167,-1.7737,-1.1191,-1.4525,NA,NA,NA,NA,RCT,not_reported,Semantic Scholar,10.1145/3613904.3642393,,,,,,,,,,,low,144,,125,,,,,,,,Control,Gen-Sentence/Gen-Story,"Overall demographics reported for 272 participants: 67 aged 18-24, 122 aged 25-34, 15 aged 35-44, etc. 144 women, 125 men. Control n=92, Gen-Sentence n=89, Gen-Story n=91. No baseline comparison table found.",,
56,056_06,Putting Things into Context: Generative AI-Enabled Context Personalization for Vocabulary Learning Improves Learning Motivation,2024,Joanne Leong; Pat Pataranutaporn; Valdemar Danry; Florian Perteneder; Yaoli Mao; Pattie Maes,Flesch-Kincaid Reading Ease - Gen-Story,cognitive,understand,91,92,71.82,10.9,55.99,22.48,0.8908,0.155,0.587,1.1947,0.8946,NA,NA,NA,NA,RCT,not_reported,Semantic Scholar,10.1145/3613904.3642393,,,,,,,,,,,low,144,,125,,,,,,,,Control,Gen-Sentence/Gen-Story,"Overall demographics reported for 272 participants: 67 aged 18-24, 122 aged 25-34, 15 aged 35-44, etc. 144 women, 125 men. Control n=92, Gen-Sentence n=89, Gen-Story n=91. No baseline comparison table found.",,
57,057_01,Supporting Self-Reflection at Scale with Large Language Models: Insights from Randomized Field Experiments in Classrooms,2024,Harsh Kumar; Ruiwei Xiao; Benjamin Lawson; Ilya Musabirov; Jiakai Shi; Xinyuan Wang; Huayin Luo; J. Williams; Anna N. Rafferty; John Stamper; Michael Liut,not_reported,not_reported,not_reported,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCT,ChatGPT,Semantic Scholar,,,,,,,,,,,,low,,,,,,,,,,,,,"Study conducted in undergraduate computer science courses, but baseline demographic tables not visible in provided pages",undergraduate,undergraduate
58,058_01,The Effects of Generative AI Agents and Scaffolding on Enhancing Students' Comprehension of Visual Learning Analytics,2024,Lixiang Yan; Roberto Martinez-Maldonado; Yueqiao Jin; Vanessa Echeverria; Mikaela Milesi; Jie Fan; Linxuan Zhao; Riordan Alfredo; Xinyu Li; Dragan Gašević,not_reported,not_reported,not_reported,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,DS,GAI/DSAI,"No baseline demographics table found. Text mentions 117 total participants, overall gender: 68 female, 48 male, 1 non-binary. Three conditions: DS, GAI, DSAI. Baseline demographics table may be in earlier pages not provided.",higher education students with healthcare/medical/nursing backgrounds,higher education students with healthcare/medical/nursing backgrounds
59,059_01,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Ethical standards,affective,not_reported,52,47,36.95,36.95,64.44,543.5,-0.0727,0.2013,-0.4673,0.3219,-0.0733,NA,NA,<.000,NA,quasi-experimental,ChatGPT,Semantic Scholar,10.1097/CIN.0000000000001177,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate
59,059_02,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Nursing processes,cognitive,apply,52,47,35.69,35.69,65.83,478,-0.0906,0.2014,-0.4853,0.3041,-0.0913,NA,NA,<.000,NA,quasi-experimental,ChatGPT,Semantic Scholar,10.1097/CIN.0000000000001177,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate
59,059_03,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Knowledge of professional standards,cognitive,remember,52,47,47.09,47.09,53.22,1070.5,-0.0082,0.2013,-0.4027,0.3862,-0.0083,NA,NA,0.26,NA,quasi-experimental,ChatGPT,Semantic Scholar,10.1097/CIN.0000000000001177,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate
59,059_04,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Understanding of ethical concepts,cognitive,understand,52,47,41.19,41.19,59.74,764,-0.0349,0.2013,-0.4294,0.3596,-0.0352,NA,NA,<.001,NA,quasi-experimental,ChatGPT,Semantic Scholar,10.1097/CIN.0000000000001177,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate
59,059_05,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Communication of professional and ethical standards,behavioral,not_reported,52,47,50.58,50.58,49.36,1192,0.0015,0.2013,-0.393,0.396,0.0015,NA,NA,0.812,NA,quasi-experimental,ChatGPT,Semantic Scholar,10.1097/CIN.0000000000001177,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate
59,059_06,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Analysis of challenges and barriers,cognitive,analyze,52,47,40.85,40.85,60.13,746,-0.0372,0.2013,-0.4317,0.3573,-0.0375,NA,NA,<.001,NA,quasi-experimental,ChatGPT,Semantic Scholar,10.1097/CIN.0000000000001177,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate
59,059_07,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Application of ethical principles,cognitive,apply,52,47,37.42,37.42,63.91,568,-0.067,0.2013,-0.4616,0.3276,-0.0676,NA,NA,<.001,NA,quasi-experimental,ChatGPT,Semantic Scholar,10.1097/CIN.0000000000001177,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate
59,059_08,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Application of nursing processes,cognitive,apply,52,47,48.06,48.06,52.15,1121,-0.0053,0.2013,-0.3997,0.3892,-0.0053,NA,NA,0.455,NA,quasi-experimental,ChatGPT,Semantic Scholar,10.1097/CIN.0000000000001177,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate
59,059_09,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Critical thinking skills,cognitive,analyze,52,47,33.42,33.42,68.34,360,-0.1391,0.2015,-0.5341,0.2559,-0.1402,NA,NA,<.001,NA,quasi-experimental,ChatGPT,Semantic Scholar,10.1097/CIN.0000000000001177,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate
59,059_10,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Integration of evidence-based knowledge and clinical reasoning,cognitive,analyze,52,47,34.78,34.78,66.84,430.5,-0.1069,0.2014,-0.5017,0.2878,-0.1078,NA,NA,<.001,NA,quasi-experimental,ChatGPT,Semantic Scholar,10.1097/CIN.0000000000001177,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate
59,059_11,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Collaboration and teamwork,behavioral,not_reported,52,47,48.35,48.35,51.83,1136,-0.0044,0.2013,-0.3989,0.3901,-0.0044,NA,NA,0.531,NA,quasi-experimental,ChatGPT,Semantic Scholar,10.1097/CIN.0000000000001177,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate
59,059_12,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Reflection and improvement,metacognitive,not_reported,52,47,39.46,39.46,61.66,674,-0.0474,0.2013,-0.4419,0.3472,-0.0477,NA,NA,<.001,NA,quasi-experimental,ChatGPT,Semantic Scholar,10.1097/CIN.0000000000001177,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate
60,060_01,The Role of AI-Assisted Learning in Academic Writing: A Mixed-Methods Study on Chinese as a Second Language Students,2024,not_reported,Academic Writing Pre-test,cognitive,apply,25,25,61.44,11.06,64.06,8.42,-0.2624,0.2841,-0.8191,0.2944,-0.2666,-1.437,NA,0.78,NA,RCT,ChatGPT,Semantic Scholar,10.3390/educsci15020141,21.3,,,,,,,,,,medium,16,15,9,10,,,,,3rd year,3rd year,Traditional,AI-assisted,"50 third-year international undergraduate CSL students, age range 20-27 years, mean age 21.3 years. Control group: 16 female, 9 male. Treatment group: 15 female, 10 male. From page 5-6 methodology section.",undergraduate,undergraduate
