study_id,outcome_id,title,year,authors,outcome_name,outcome_dimension,blooms_level,n_treatment,n_control,m_treatment,sd_treatment,m_control,sd_control,hedges_g,se_g,ci_lower,ci_upper,cohens_d,t_value,f_value,p_value,eta_squared,study_design,genai_tool,source,doi,age_mean_control,age_mean_treatment,age_sd_control,age_sd_treatment,baseline_age_p,baseline_age_t,baseline_gender_chi2,baseline_gender_p,baseline_gpa_p,baseline_gpa_t,extraction_confidence,gender_female_n_control,gender_female_n_treatment,gender_male_n_control,gender_male_n_treatment,gpa_mean_control,gpa_mean_treatment,gpa_sd_control,gpa_sd_treatment,grade_level_control,grade_level_treatment,group_label_control,group_label_treatment,notes,program_type_control,program_type_treatment,blooms_category,academic_level,hedges_g_original
59,059_04,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Understanding of ethical concepts,cognitive,understand,52.0,47.0,41.19,41.19,59.74,764.0,-0.0349,0.2013,-0.4294,0.3596,-0.0352,,,<.001,,quasi-experimental,ChatGPT,Semantic Scholar,10.1097/CIN.0000000000001177,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate,lower_order,mixed,-0.0349
59,059_05,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Communication of professional and ethical standards,behavioral,not_reported,52.0,47.0,50.58,50.58,49.36,1192.0,0.0015,0.2013,-0.393,0.396,0.0015,,,0.812,,quasi-experimental,ChatGPT,Semantic Scholar,10.1097/CIN.0000000000001177,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate,not_classified,mixed,0.0015
59,059_06,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Analysis of challenges and barriers,cognitive,analyze,52.0,47.0,40.85,40.85,60.13,746.0,-0.0372,0.2013,-0.4317,0.3573,-0.0375,,,<.001,,quasi-experimental,ChatGPT,Semantic Scholar,10.1097/CIN.0000000000001177,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate,higher_order,mixed,-0.0372
59,059_07,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Application of ethical principles,cognitive,apply,52.0,47.0,37.42,37.42,63.91,568.0,-0.067,0.2013,-0.4616,0.3276,-0.0676,,,<.001,,quasi-experimental,ChatGPT,Semantic Scholar,10.1097/CIN.0000000000001177,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate,lower_order,mixed,-0.067
59,059_08,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Application of nursing processes,cognitive,apply,52.0,47.0,48.06,48.06,52.15,1121.0,-0.0053,0.2013,-0.3997,0.3892,-0.0053,,,0.455,,quasi-experimental,ChatGPT,Semantic Scholar,10.1097/CIN.0000000000001177,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate,lower_order,mixed,-0.0053
59,059_09,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Critical thinking skills,cognitive,analyze,52.0,47.0,33.42,33.42,68.34,360.0,-0.1391,0.2015,-0.5341,0.2559,-0.1402,,,<.001,,quasi-experimental,ChatGPT,Semantic Scholar,10.1097/CIN.0000000000001177,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate,higher_order,mixed,-0.1391
59,059_10,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Integration of evidence-based knowledge and clinical reasoning,cognitive,analyze,52.0,47.0,34.78,34.78,66.84,430.5,-0.1069,0.2014,-0.5017,0.2878,-0.1078,,,<.001,,quasi-experimental,ChatGPT,Semantic Scholar,10.1097/CIN.0000000000001177,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate,higher_order,mixed,-0.1069
59,059_11,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Collaboration and teamwork,behavioral,not_reported,52.0,47.0,48.35,48.35,51.83,1136.0,-0.0044,0.2013,-0.3989,0.3901,-0.0044,,,0.531,,quasi-experimental,ChatGPT,Semantic Scholar,10.1097/CIN.0000000000001177,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate,not_classified,mixed,-0.0044
59,059_12,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Reflection and improvement,metacognitive,not_reported,52.0,47.0,39.46,39.46,61.66,674.0,-0.0474,0.2013,-0.4419,0.3472,-0.0477,,,<.001,,quasi-experimental,ChatGPT,Semantic Scholar,10.1097/CIN.0000000000001177,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate,not_classified,mixed,-0.0474
60,060_01,The Role of AI-Assisted Learning in Academic Writing: A Mixed-Methods Study on Chinese as a Second Language Students,2024,not_reported,Academic Writing Pre-test,cognitive,apply,25.0,25.0,61.44,11.06,64.06,8.42,-0.2624,0.2841,-0.8191,0.2944,-0.2666,-1.437,,0.78,,RCT,ChatGPT,Semantic Scholar,10.3390/educsci15020141,21.3,,,,,,,,,,medium,16.0,15.0,9.0,10.0,,,,,3rd year,3rd year,Traditional,AI-assisted,"50 third-year international undergraduate CSL students, age range 20-27 years, mean age 21.3 years. Control group: 16 female, 9 male. Treatment group: 15 female, 10 male. From page 5-6 methodology section.",undergraduate,undergraduate,lower_order,mixed,-0.2624
60,060_02,The Role of AI-Assisted Learning in Academic Writing: A Mixed-Methods Study on Chinese as a Second Language Students,2024,not_reported,Academic Writing Post-test,cognitive,apply,25.0,25.0,89.74,9.08,82.15,10.23,0.7724,0.2932,0.1977,1.3471,0.7847,6.53,,0,,RCT,ChatGPT,Semantic Scholar,10.3390/educsci15020141,21.3,,,,,,,,,,medium,16.0,15.0,9.0,10.0,,,,,3rd year,3rd year,Traditional,AI-assisted,"50 third-year international undergraduate CSL students, age range 20-27 years, mean age 21.3 years. Control group: 16 female, 9 male. Treatment group: 15 female, 10 male. From page 5-6 methodology section.",undergraduate,undergraduate,lower_order,mixed,0.7724
62,062_01,Using ChatGPT in Psychiatry to Design Script Concordance Tests in Undergraduate Medical Education: Mixed Methods Study,2024,Alexandre Hudon; Barnabé Kiepura; Myriam Pelletier; Véronique Phan,not_reported,not_reported,not_reported,102.0,102.0,,,,,,,,,,,,,,not_reported,ChatGPT,Semantic Scholar,10.2196/54067,,,,,,,,,,,high,,,,,,,,,,,,,"Only overall sample demographics reported (N=102), no breakdown by ChatGPT vs expert-generated SCT groups. Study compares participant evaluations of different SCTs rather than participant outcomes by group.",,,not_classified,not_specified,
63,063_01,Evaluation of ChatGPT’s Real-Life Implementation in Undergraduate Dental Education: Mixed Methods Study,2023,not_reported,knowledge examination,cognitive,understand,39.0,38.0,7.54,1.18,6.94,1.12,0.5161,0.2317,0.062,0.9703,0.5214,,,< .045,,RCT,ChatGPT,OpenAlex,10.2196/51344,,,,,,,,,,,low,,,,,,,,,2nd year,2nd year,literature research group,ChatGPT group,No baseline demographics table found in provided pages. Sample sizes from Methods section text.,undergraduate,undergraduate,lower_order,mixed,0.5161
64,064_01,Exploring the impact of using Chat-GPT on student learning outcomes in technology learning: The comprehensive experiment,2023,Muhammad Hakiki; Radinal Fadli; A. Samala; Ade Fricticarani; Popi Dayurni; Kurniati Rahmadani; Ayu Dewi Astiti,student learning outcomes in technology learning,cognitive,not_reported,31.0,31.0,81.81,3.353,70.45,9.277,1.6082,0.2922,1.0355,2.1809,1.6286,5.424,,< .05,,RCT,not_reported,Semantic Scholar,10.25082/AMLER.2023.02.013,,,,,,,,,,,low,,,,,,,,,,,Control Class,Experimental Class,No baseline demographics table found in provided pages. Only sample sizes and program type mentioned in text.,Information Technology education,Information Technology education,not_classified,not_specified,1.6082
64,064_02,Exploring the impact of using Chat-GPT on student learning outcomes in technology learning: The comprehensive experiment,2023,Muhammad Hakiki; Radinal Fadli; A. Samala; Ade Fricticarani; Popi Dayurni; Kurniati Rahmadani; Ayu Dewi Astiti,student engagement in technology learning,behavioral,not_reported,31.0,31.0,0.05,1.0,2.0,2.0,-1.2178,0.2765,-1.7598,-0.6758,-1.2333,,,,,RCT,ChatGPT,Semantic Scholar,10.25082/AMLER.2023.02.013,,,,,,,,,,,low,,,,,,,,,,,Control Class,Experimental Class,No baseline demographics table found in provided pages. Only sample sizes and program type mentioned in text.,Information Technology education,Information Technology education,not_classified,not_specified,-1.2178
65,065_01,GPTeach: Interactive TA Training with GPT-based Students,2023,Julia M. Markel; Steven G. Opferman; J. Landay; C. Piech,recommender score,affective,not_reported,5.0,5.0,8.5,,5.7,,,,,,,,,0.05,,RCT,ChatGPT,Semantic Scholar,10.1145/3573051.3593393,,,,,,,,,,,high,,,,,,,,,,,,,"No demographic/baseline characteristics table found in provided pages. Only sample sizes mentioned: think-aloud study N=14, comparison study N=10, with experienced teachers N=8 and novice N=6",,,not_classified,not_specified,
66,066_01,Leveraging ChatGPT for Enhancing Critical Thinking Skills,2023,Ying Guo; Daniel Lee,Ask Probing Questions,cognitive,analyze,,,,,,,,,,,,,,0.03,,not_reported,ChatGPT,ERIC,10.1021/acs.jchemed.3c00505,,,,,,,,,,,high,,,,,,,,,,,,,"No baseline demographics table found. Study mentions n=29 total students in introductory chemistry courses at Georgia Gwinnett College, but no breakdown by participant characteristics or control/treatment groups visible in provided pages.",,,higher_order,not_specified,
66,066_02,Leveraging ChatGPT for Enhancing Critical Thinking Skills,2023,Ying Guo; Daniel Lee,Analyze/Make Logical Conclusions,cognitive,analyze,,,,,,,,,,,,,,0.003,,not_reported,ChatGPT,ERIC,10.1021/acs.jchemed.3c00505,,,,,,,,,,,high,,,,,,,,,,,,,"No baseline demographics table found. Study mentions n=29 total students in introductory chemistry courses at Georgia Gwinnett College, but no breakdown by participant characteristics or control/treatment groups visible in provided pages.",,,higher_order,not_specified,
66,066_03,Leveraging ChatGPT for Enhancing Critical Thinking Skills,2023,Ying Guo; Daniel Lee,Understand Complex Concepts,cognitive,understand,,,-0.343,0.633,0.635,0.641,,,,,,,,0.005,,not_reported,ChatGPT,ERIC,10.1021/acs.jchemed.3c00505,,,,,,,,,,,high,,,,,,,,,,,,,"No baseline demographics table found. Study mentions n=29 total students in introductory chemistry courses at Georgia Gwinnett College, but no breakdown by participant characteristics or control/treatment groups visible in provided pages.",,,lower_order,not_specified,
66,066_04,Leveraging ChatGPT for Enhancing Critical Thinking Skills,2023,Ying Guo; Daniel Lee,Provide Diverse Perspectives,cognitive,create,,,0.816,0.874,0.826,0.684,,,,,,,,0.006,,not_reported,ChatGPT,ERIC,10.1021/acs.jchemed.3c00505,,,,,,,,,,,high,,,,,,,,,,,,,"No baseline demographics table found. Study mentions n=29 total students in introductory chemistry courses at Georgia Gwinnett College, but no breakdown by participant characteristics or control/treatment groups visible in provided pages.",,,higher_order,not_specified,
66,066_05,Leveraging ChatGPT for Enhancing Critical Thinking Skills,2023,Ying Guo; Daniel Lee,Recommend ChatGPT for Future Use,affective,not_reported,,,,,,,,,,,,,,0.039,,not_reported,ChatGPT,ERIC,10.1021/acs.jchemed.3c00505,,,,,,,,,,,high,,,,,,,,,,,,,"No baseline demographics table found. Study mentions n=29 total students in introductory chemistry courses at Georgia Gwinnett College, but no breakdown by participant characteristics or control/treatment groups visible in provided pages.",,,not_classified,not_specified,
67,067_01,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G2 Fluency,cognitive,create,,,29.3,16.9,,,,,,,,,,,,quasi-experimental,ChatGPT,ERIC,10.3916/C77-2023-04,,,,,,,,,,,medium,153.0,,40.0,,,,,,,,,,"Only overall demographics reported in Table 3 (153 women, 40 men, total n=193). No breakdown by experimental groups found in available pages.",undergraduate/graduate mixed,,higher_order,mixed,
67,067_02,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G2 Flexibility,cognitive,create,,,12.35,5.33,,,,,,,,,,,,quasi-experimental,ChatGPT,ERIC,10.3916/C77-2023-04,,,,,,,,,,,medium,153.0,,40.0,,,,,,,,,,"Only overall demographics reported in Table 3 (153 women, 40 men, total n=193). No breakdown by experimental groups found in available pages.",undergraduate/graduate mixed,,higher_order,mixed,
67,067_03,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G2 Narrative Originality,cognitive,create,,,20.37,20.5,,,,,,,,,,,,quasi-experimental,ChatGPT,ERIC,10.3916/C77-2023-04,,,,,,,,,,,medium,153.0,,40.0,,,,,,,,,,"Only overall demographics reported in Table 3 (153 women, 40 men, total n=193). No breakdown by experimental groups found in available pages.",undergraduate/graduate mixed,,higher_order,mixed,
67,067_04,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G3 Fluency,cognitive,create,,,10.65,7.44,,,,,,,,,,,,quasi-experimental,ChatGPT,ERIC,10.3916/C77-2023-04,,,,,,,,,,,medium,153.0,,40.0,,,,,,,,,,"Only overall demographics reported in Table 3 (153 women, 40 men, total n=193). No breakdown by experimental groups found in available pages.",undergraduate/graduate mixed,,higher_order,mixed,
67,067_05,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G3 Flexibility,cognitive,create,,,6.9,4.34,,,,,,,,,,,,quasi-experimental,ChatGPT,ERIC,10.3916/C77-2023-04,,,,,,,,,,,medium,153.0,,40.0,,,,,,,,,,"Only overall demographics reported in Table 3 (153 women, 40 men, total n=193). No breakdown by experimental groups found in available pages.",undergraduate/graduate mixed,,higher_order,mixed,
67,067_06,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G3 Narrative Originality,cognitive,create,,,7.3,7.82,,,,,,,,,,,,quasi-experimental,ChatGPT,ERIC,10.3916/C77-2023-04,,,,,,,,,,,medium,153.0,,40.0,,,,,,,,,,"Only overall demographics reported in Table 3 (153 women, 40 men, total n=193). No breakdown by experimental groups found in available pages.",undergraduate/graduate mixed,,higher_order,mixed,
67,067_07,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G2 Fluency,cognitive,create,,,10.8,5.76,9.05,5.59,,,,,,,,,,quasi-experimental,ChatGPT,ERIC,10.3916/C77-2023-04,,,,,,,,,,,medium,153.0,,40.0,,,,,,,,,,"Only overall demographics reported in Table 3 (153 women, 40 men, total n=193). No breakdown by experimental groups found in available pages.",undergraduate/graduate mixed,,higher_order,mixed,
67,067_08,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G2 Flexibility,cognitive,create,,,7.61,3.6,7.38,3.81,,,,,,,,,,quasi-experimental,ChatGPT,ERIC,10.3916/C77-2023-04,,,,,,,,,,,medium,153.0,,40.0,,,,,,,,,,"Only overall demographics reported in Table 3 (153 women, 40 men, total n=193). No breakdown by experimental groups found in available pages.",undergraduate/graduate mixed,,higher_order,mixed,
